docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213671113000738-667	1	Quantity	454	459	1	1:100	{ "unit": "1:100"}
S2213671113000738-667	1	MeasuredEntity	474	496	2	peripheral blood cells	{"HasQuantity":"1"}
S2213671113000738-667	2	Quantity	440	459	3	approximately 1:100	{ "unit": "1:100"}
S2213671113000738-667	2	MeasuredEntity	505	545	4	fibroblast- and blood-cell-derived iPSCs	{"HasQuantity":"3"}
S2213671113000738-667	3	Quantity	440	459	5	approximately 1:100	{ "unit": "1:100"}
S2213671113000738-667	3	MeasuredEntity	474	496	6	peripheral blood cells	{"HasQuantity":"5"}
S2213671113000738-667	4	Quantity	440	459	7	approximately 1:100	{ "unit": "1:100"}
S2213671113000738-667	4	MeasuredEntity	505	545	8	fibroblast- and blood-cell-derived iPSCs	{"HasQuantity":"7"}
S2213671113000738-667	5	Quantity	440	459	9	approximately 1:100	{ "unit": "1:100"}
S2213671113000738-667	7	Quantity	440	459	10	approximately 1:100	{ "unit": "1:100"}
S2213671113000738-667	7	MeasuredEntity	505	545	11	fibroblast- and blood-cell-derived iPSCs	{"HasQuantity":"10"}
S2213671113000738-667	8	Quantity	440	459	12	approximately 1:100	{ "unit": "1:100"}
S2213671113000738-667	8	MeasuredEntity	474	496	13	peripheral blood cells	{"HasQuantity":"12"}
S2213671113000738-667	9	Quantity	440	459	14	approximately 1:100	{ "unit": "1:100"}
S2213671113000738-667	9	MeasuredEntity	505	545	15	fibroblast- and blood-cell-derived iPSCs	{"HasQuantity":"14"}
S2213671113000738-667	10	Quantity	440	459	16	approximately 1:100	{ "unit": "1:100"}
S2213671113000738-667	10	MeasuredEntity	474	496	17	peripheral blood cells	{"HasQuantity":"16"}
S2213671113000738-667	11	Quantity	440	459	18	approximately 1:100	{ "unit": "1:100"}
S2213671113000738-667	11	MeasuredEntity	505	545	19	fibroblast- and blood-cell-derived iPSCs	{"HasQuantity":"18"}
S2213671113000738-667	12	Quantity	440	459	20	approximately 1:100	{ "unit": "1:100"}
S2213671113000738-667	12	MeasuredEntity	474	496	21	peripheral blood cells	{"HasQuantity":"20"}
S2213671113000738-667	13	Quantity	440	459	22	approximately 1:100	{ "unit": "1:100"}
S2213671113000738-667	13	MeasuredEntity	505	545	23	fibroblast- and blood-cell-derived iPSCs	{"HasQuantity":"22"}
S2213671113000738-667	14	Quantity	440	459	24	approximately 1:100	{ "unit": "1:100"}
S2213671113000738-667	14	MeasuredEntity	474	496	25	peripheral blood cells	{"HasQuantity":"24"}
S2213671113000738-667	15	Quantity	440	459	26	approximately 1:100	{ "unit": "1:100"}
S2213671113000738-667	15	MeasuredEntity	505	539	27	fibroblast- and blood-cell-derived	{"HasQuantity":"26"}
