docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0960148113002735-1289	3	Quantity	63	69	1	200 kW	{ "unit": "kW"}
S0960148113002735-1289	3	MeasuredEntity	23	30	2	turbine	{"HasQuantity":"1"}
S0960148113002735-1289	4	Quantity	140	144	3	24 m	{ "unit": "m"}
S0960148113002735-1289	4	MeasuredProperty	122	136	4	turbine height	{"HasQuantity":"3"}
S0960148113002735-1289	4	MeasuredEntity	4	30	5	vertical axis wind turbine	{"HasProperty":"4"}
S0960148113002735-1289	5	Quantity	158	162	6	26 m	{ "unit": "m"}
S0960148113002735-1289	5	MeasuredProperty	146	154	7	diameter	{"HasQuantity":"6"}
S0960148113002735-1289	5	MeasuredEntity	4	30	8	vertical axis wind turbine	{"HasProperty":"7"}
S0960148113002735-1289	6	Quantity	158	162	9	26 m	{ "unit": "m"}
S0960148113002735-1289	6	MeasuredProperty	146	154	10	diameter	{"HasQuantity":"9"}
S0960148113002735-1289	6	MeasuredEntity	4	30	11	vertical axis wind turbine	{"HasProperty":"10"}
